SPINDLE_SPEED,STAGE_ROTATION,MAIN_OUTER_AIR_BAG_PRESSURE,RELATIVE_SPEED,PRESSURE_SPEED,speed_rot,speed_ratio,target_length
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,2.84
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,2.91
0.1608767587975645,0.0,0.7171093833693124,0.1608767587975645,0.9054665414974683,0.0,160876.75879756451,11.51
-1.0864167068798352,0.0,1.222768677386009,-1.0864167068798352,0.008477613029998495,-0.0,-1086416.706879835,2.7
-3.412458129349638e-17,0.97182531580755,0.7171093833693124,-0.97182531580755,0.9054665414974683,-3.3163131992352534e-17,-3.511386833061849e-17,65.31
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,1.17
-3.412458129349638e-17,0.97182531580755,0.7171093833693124,-0.97182531580755,0.9054665414974683,-3.3163131992352534e-17,-3.511386833061849e-17,39.4
-3.412458129349638e-17,-0.97182531580755,0.7171093833693124,0.97182531580755,0.9054665414974683,3.3163131992352534e-17,3.511394059443771e-17,72.2
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,1.38
-3.412458129349638e-17,0.97182531580755,0.7171093833693124,-0.97182531580755,0.9054665414974683,-3.3163131992352534e-17,-3.511386833061849e-17,55.4
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,3.28
-3.412458129349638e-17,0.97182531580755,0.7171093833693124,-0.97182531580755,0.9054665414974683,-3.3163131992352534e-17,-3.511386833061849e-17,50.45
0.7924177540772609,0.0,0.7171093833693124,0.7924177540772609,0.9054665414974683,0.0,792417.754077261,11.23
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,7.12
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,9.94
-1.092732116832632,0.0,0.7876795029254885,-1.092732116832632,0.8369917730988103,-0.0,-1092732.116832632,3.5
-1.0895744118562336,0.0,0.7876795029254885,-1.0895744118562336,0.8371965579829972,-0.0,-1089574.4118562336,2.9
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,1.81
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,5.89
0.7924177540772609,0.0,0.7171093833693124,0.7924177540772609,0.9054665414974683,0.0,792417.754077261,12.55
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,15.6
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,14.95
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,6.45
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,4.13
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,11.5
-1.0864167068798352,0.0,0.0,-1.0864167068798352,1.284316133478729,-0.0,-1086416.706879835,2.5
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,4.98
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,10.2
0.7924177540772609,0.0,0.7171093833693124,0.7924177540772609,0.9054665414974683,0.0,792417.754077261,13.05
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,2.8
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,4.82
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,12.6
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,16.9
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,8.27
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,6.4
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,2.5
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,20.0
-3.412458129349638e-17,0.97182531580755,0.7171093833693124,-0.97182531580755,0.9054665414974683,-3.3163131992352534e-17,-3.511386833061849e-17,37.15
-1.092732116832632,0.0,1.222768677386009,-1.092732116832632,0.0,-0.0,-1092732.116832632,3.2
-3.412458129349638e-17,-0.97182531580755,0.7171093833693124,0.97182531580755,0.9054665414974683,3.3163131992352534e-17,3.511394059443771e-17,102.5
-3.412458129349638e-17,0.97182531580755,0.7171093833693124,-0.97182531580755,0.9054665414974683,-3.3163131992352534e-17,-3.511386833061849e-17,38.7
-3.412458129349638e-17,-0.97182531580755,0.7171093833693124,0.97182531580755,0.9054665414974683,3.3163131992352534e-17,3.511394059443771e-17,108.91
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,3.98
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,1.34
0.7924177540772609,0.0,0.7171093833693124,0.7924177540772609,0.9054665414974683,0.0,792417.754077261,12.95
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,2.02
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,3.59
-3.412458129349638e-17,-0.97182531580755,0.7171093833693124,0.97182531580755,0.9054665414974683,3.3163131992352534e-17,3.511394059443771e-17,92.87
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,14.5
0.7924177540772609,0.0,0.7171093833693124,0.7924177540772609,0.9054665414974683,0.0,792417.754077261,12.02
-3.412458129349638e-17,-0.97182531580755,0.7171093833693124,0.97182531580755,0.9054665414974683,3.3163131992352534e-17,3.511394059443771e-17,66.7
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,7.53
-1.0895744118562336,0.0,0.0,-1.0895744118562336,1.285232292680883,-0.0,-1089574.4118562336,3.1
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,3.71
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,5.53
-3.412458129349638e-17,-0.97182531580755,0.7171093833693124,0.97182531580755,0.9054665414974683,3.3163131992352534e-17,3.511394059443771e-17,59.6
-3.412458129349638e-17,0.97182531580755,0.7171093833693124,-0.97182531580755,0.9054665414974683,-3.3163131992352534e-17,-3.511386833061849e-17,40.1
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,1.36
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,1.73
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,18.3
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,2.6
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,3.0
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,10.64
-3.412458129349638e-17,-0.97182531580755,0.7171093833693124,0.97182531580755,0.9054665414974683,3.3163131992352534e-17,3.511394059443771e-17,60.7
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,6.1
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,5.0
-3.412458129349638e-17,0.97182531580755,0.7171093833693124,-0.97182531580755,0.9054665414974683,-3.3163131992352534e-17,-3.511386833061849e-17,36.71
0.1608767587975645,0.0,0.7171093833693124,0.1608767587975645,0.9054665414974683,0.0,160876.75879756451,14.33
-3.412458129349638e-17,-0.97182531580755,0.7171093833693124,0.97182531580755,0.9054665414974683,3.3163131992352534e-17,3.511394059443771e-17,87.6
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,17.8
1.423958749356957,0.0,0.7171093833693124,1.423958749356957,0.9054665414974683,0.0,1423958.7493569572,11.01
1.423958749356957,0.0,0.7171093833693124,1.423958749356957,0.9054665414974683,0.0,1423958.7493569572,14.67
-1.0895744118562336,0.0,1.222768677386009,-1.0895744118562336,0.0042477902284327575,-0.0,-1089574.4118562336,3.7
-3.412458129349638e-17,0.0,0.7171093833693124,-3.412458129349638e-17,0.9054665414974683,-0.0,-3.412458129349638e-11,5.1
-3.412458129349638e-17,0.97182531580755,0.7171093833693124,-0.97182531580755,0.9054665414974683,-3.3163131992352534e-17,-3.511386833061849e-17,62.8
0.7924177540772609,0.0,0.7171093833693124,0.7924177540772609,0.9054665414974683,0.0,792417.754077261,15.27
